threshold	term	GeneSize	WindowSize	key	value
0.35	286	23	14	AT5G02160,AT4G31560,AT1G42960,AT2G42220,AT1G14590,AT1G23740,AT1G10170,AT4G01050,AT2G40100,AT5G53490,AT1G50460,AT5G23890,AT1G30510,AT4G18370,AT4G39730,AT1G06690,AT1G79450,AT2G24020,AT4G24750,AT5G16660,AT2G44990,AT4G24930,AT4G01900	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.35	287	5	14	AT1G21750,AT1G67840,AT3G53560,AT1G74880,AT2G01140	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.3	288	5	14	AT3G01480,AT1G73530,AT1G16880,AT4G31390,AT4G25050	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.3	289	7	14	AT3G46780,AT1G55370,AT4G31560,AT1G75690,AT3G25480,AT3G01440,AT1G80380	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.3	290	91	14	AT2G17630,AT3G10470,AT1G07510,AT1G75690,AT4G13670,AT1G14150,AT4G39960,AT4G16155,AT1G03160,AT1G66670,AT1G50250,AT4G38380,AT4G27700,AT3G15840,AT4G37925,AT1G29920,AT5G19500,AT4G13010,AT5G42765,AT5G20140,AT1G67280,AT2G30950,AT1G15140,AT2G20260,AT4G35770,AT2G40400,AT3G46780,AT4G20820,AT5G42070,AT3G15360,AT5G39830,AT2G29500,AT2G20270,AT3G22690,AT5G42270,AT1G56500,AT1G17850,AT3G28850,AT2G37660,AT5G19370,AT3G10130,AT2G37230,AT5G08540,AT3G55330,AT1G52220,AT5G13120,AT5G16150,AT5G59250,AT5G52440,AT2G26800,AT5G52970,AT1G12250,AT5G53170,AT1G74710,AT3G60370,AT1G54050,AT5G21430,AT1G80030,AT1G72640,AT3G24590,AT1G15820,AT2G22360,AT1G18730,AT3G26580,AT5G01500,AT3G08920,AT1G79230,AT4G04020,AT1G51110,AT3G15110,AT1G22450,AT2G42975,AT1G02560,AT3G58010,AT2G40760,AT4G39460,AT1G14345,AT2G27290,AT2G35040,AT1G22020,AT1G51350,AT1G67700,AT5G03455,AT3G25480,AT5G12470,AT1G55370,AT1G76760,AT5G15250,AT3G57680,AT5G35170,AT3G01440	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.3	291	6	6	AT1G73530,AT4G25910,AT4G25050,AT1G16880,AT4G31390,AT2G26360	3,4,5,6,7,8
0.3	292	92	14	AT2G17630,AT3G10470,AT1G07510,AT1G75690,AT4G13670,AT1G14150,AT2G18790,AT4G16155,AT1G03160,AT1G66670,AT1G50250,AT4G38380,AT4G27700,AT3G15840,AT4G37925,AT1G29920,AT5G19500,AT4G13010,AT5G42765,AT3G25480,AT1G67280,AT2G30950,AT5G20140,AT2G20260,AT5G52440,AT4G39960,AT4G35770,AT2G40400,AT3G46780,AT4G20820,AT5G42070,AT3G15360,AT5G39830,AT2G29500,AT2G20270,AT3G22690,AT5G42270,AT1G56500,AT1G17850,AT3G28850,AT2G37660,AT5G19370,AT3G10130,AT2G37230,AT3G55330,AT1G52220,AT5G13120,AT5G16150,AT5G59250,AT2G29180,AT2G26800,AT5G52970,AT1G12250,AT5G53170,AT1G80380,AT1G74710,AT3G60370,AT1G54050,AT5G21430,AT1G80030,AT1G72640,AT3G24590,AT1G15820,AT2G22360,AT1G18730,AT3G26580,AT5G01500,AT3G08920,AT1G79230,AT4G04020,AT1G51110,AT3G15110,AT1G22450,AT2G42975,AT1G02560,AT3G58010,AT2G40760,AT4G39460,AT1G14345,AT2G27290,AT2G35040,AT1G22020,AT1G51350,AT1G67700,AT5G03455,AT5G12470,AT1G55370,AT1G76760,AT5G15250,AT3G57680,AT5G35170,AT3G01440	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.3	293	6	14	AT1G55370,AT4G31560,AT4G39730,AT5G16660,AT4G37925,AT1G80380	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.3	294	6	14	AT1G21750,AT1G74880,AT1G67840,AT2G21530,AT4G38100,AT2G01140	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.3	295	25	14	AT2G01918,AT5G02160,AT4G31560,AT1G42960,AT2G43010,AT2G42220,AT1G14590,AT1G23740,AT1G10170,AT4G01050,AT2G40100,AT5G53490,AT1G50460,AT1G30510,AT4G18370,AT5G52780,AT1G06690,AT1G79450,AT3G47060,AT2G24020,AT4G24750,AT5G16660,AT2G44990,AT4G24930,AT4G01900	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.3	296	25	14	AT5G02160,AT4G31560,AT1G42960,AT2G43010,AT2G42220,AT1G14590,AT1G23740,AT1G10170,AT4G01050,AT2G40100,AT5G53490,AT1G50460,AT1G30510,AT4G18370,AT4G39730,AT1G06690,AT1G79450,AT3G47060,AT2G24020,AT4G24750,AT5G16660,AT2G44990,AT4G24930,AT1G05385,AT4G01900	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.3	297	5	12	AT5G08050,AT3G25480,AT3G46780,AT1G54780,AT5G07020	3,4,5,6,7,8,9,10,11,12,13,14
0.25	298	7	14	AT1G55370,AT4G31560,AT5G16660,AT4G39730,AT4G01050,AT1G80380,AT4G37925	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.25	299	11	14	AT1G21750,AT2G21160,AT3G53560,AT1G78915,AT1G67840,AT1G54580,AT2G21530,AT4G38100,AT1G65260,AT2G01140,AT2G37400	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.25	300	46	14	AT4G38380,AT2G42975,AT4G31560,AT1G07510,AT1G75690,AT3G58010,AT1G14150,AT5G52970,AT4G39960,AT3G15360,AT4G16155,AT4G35770,AT5G16660,AT1G50250,AT1G51350,AT3G22690,AT2G40760,AT4G39460,AT5G42270,AT4G20820,AT3G15840,AT4G37925,AT1G56500,AT3G24590,AT5G20140,AT1G29920,AT5G19500,AT4G13010,AT1G22020,AT2G22360,AT4G39730,AT5G21430,AT1G80380,AT1G67280,AT3G26580,AT2G37230,AT1G15140,AT1G55370,AT3G55330,AT1G76760,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT1G22450,AT2G40400	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.25	301	7	14	AT4G36810,AT2G26360,AT3G47450,AT4G25910,AT3G17830,AT2G04030,AT2G41680	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.25	302	94	14	AT2G17630,AT5G20140,AT3G10470,AT1G07510,AT1G75690,AT4G13670,AT1G14150,AT4G39960,AT4G16155,AT1G03160,AT1G66670,AT1G50250,AT4G38380,AT4G27700,AT3G15840,AT4G37925,AT1G29920,AT5G19500,AT4G13010,AT5G42765,AT4G39730,AT3G25480,AT1G67280,AT2G30950,AT1G15140,AT2G20260,AT5G52440,AT4G35770,AT2G40400,AT3G46780,AT4G31560,AT4G20820,AT5G42070,AT3G15360,AT5G39830,AT2G29500,AT2G20270,AT3G22690,AT5G42270,AT1G56500,AT1G17850,AT3G28850,AT2G37660,AT5G19370,AT3G10130,AT2G37230,AT3G55330,AT1G52220,AT5G13120,AT5G16150,AT5G59250,AT2G29180,AT2G26800,AT5G52970,AT1G12250,AT5G53170,AT1G80380,AT1G74710,AT3G60370,AT1G54050,AT5G21430,AT1G80030,AT1G72640,AT3G24590,AT1G15820,AT2G22360,AT1G18730,AT3G26580,AT5G01500,AT3G08920,AT1G79230,AT4G04020,AT1G51110,AT3G15110,AT1G22450,AT2G42975,AT1G02560,AT3G58010,AT2G40760,AT4G39460,AT1G14345,AT2G27290,AT2G35040,AT1G22020,AT1G51350,AT1G67700,AT5G03455,AT5G12470,AT1G55370,AT1G76760,AT5G15250,AT3G57680,AT5G35170,AT3G01440	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.25	303	23	14	AT2G01918,AT5G02160,AT1G42960,AT2G43010,AT2G42220,AT1G14590,AT1G23740,AT4G01050,AT5G53490,AT1G50460,AT1G30510,AT4G18370,AT4G23890,AT1G06690,AT1G79450,AT3G47060,AT2G24020,AT4G24750,AT5G16660,AT2G44990,AT4G24930,AT1G05385,AT4G01900	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.25	304	5	14	AT3G01480,AT1G73530,AT4G33520,AT2G26360,AT4G31390	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.25	305	95	14	AT2G17630,AT5G20140,AT3G10470,AT1G07510,AT1G75690,AT4G13670,AT1G14150,AT4G39960,AT4G16155,AT1G03160,AT1G66670,AT1G50250,AT4G38380,AT4G27700,AT3G15840,AT4G37925,AT1G29920,AT5G19500,AT4G13010,AT5G42765,AT3G25480,AT4G33010,AT1G67280,AT2G30950,AT1G15140,AT2G20260,AT5G52440,AT4G35770,AT2G40400,AT3G46780,AT4G31560,AT4G20820,AT5G42070,AT3G15360,AT5G39830,AT2G29500,AT2G20270,AT3G22690,AT5G42270,AT1G56500,AT1G17850,AT3G28850,AT2G37660,AT5G19370,AT3G10130,AT2G37230,AT5G08540,AT3G55330,AT1G52220,AT5G13120,AT5G16150,AT5G59250,AT2G29180,AT2G26800,AT5G52970,AT1G12250,AT5G53170,AT1G80380,AT1G74710,AT3G60370,AT1G54050,AT5G21430,AT1G80030,AT1G72640,AT3G24590,AT1G15820,AT2G22360,AT1G18730,AT3G26580,AT5G01500,AT3G08920,AT1G79230,AT4G04020,AT1G51110,AT3G15110,AT1G22450,AT2G42975,AT1G02560,AT3G58010,AT2G40760,AT4G39460,AT1G14345,AT2G27290,AT2G35040,AT1G22020,AT1G51350,AT1G67700,AT5G03455,AT5G12470,AT1G55370,AT1G76760,AT5G15250,AT3G57680,AT5G35170,AT3G01440	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.25	306	20	14	AT5G53490,AT2G42220,AT2G01918,AT1G30510,AT1G79450,AT3G47060,AT1G06690,AT2G24020,AT5G02160,AT1G42960,AT4G18370,AT2G43010,AT4G24930,AT4G24750,AT5G52780,AT4G23890,AT1G50460,AT1G05385,AT4G01900,AT1G14590	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.25	307	28	14	AT2G01918,AT5G02160,AT4G31560,AT1G42960,AT2G43010,AT2G42220,AT1G14590,AT1G23740,AT1G10170,AT4G01050,AT2G40100,AT5G53490,AT1G50460,AT2G30695,AT1G30510,AT4G18370,AT4G39730,AT5G52780,AT1G06690,AT1G79450,AT3G47060,AT2G24020,AT4G24750,AT5G16660,AT2G44990,AT4G24930,AT1G05385,AT4G01900	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.25	308	28	14	AT2G01918,AT5G02160,AT1G42960,AT2G43010,AT2G42220,AT1G14590,AT1G23740,AT1G10170,AT4G01050,AT2G40100,AT5G53490,AT1G50460,AT5G23890,AT2G30695,AT1G30510,AT4G18370,AT4G39730,AT5G52780,AT1G06690,AT1G79450,AT3G47060,AT2G24020,AT4G24750,AT5G16660,AT2G44990,AT4G24930,AT1G05385,AT4G01900	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.25	309	11	14	AT1G21750,AT2G21160,AT1G50450,AT1G74880,AT1G78915,AT1G67840,AT2G21530,AT4G38100,AT1G65260,AT2G01140,AT2G37400	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.2	310	5	13	AT1G20810,AT2G37400,AT2G21160,AT1G50450,AT1G65260	3,4,5,6,7,8,9,10,11,12,13,14,15
0.2	311	25	14	AT2G01918,AT5G02160,AT1G42960,AT2G43010,AT2G42220,AT1G14590,AT1G23740,AT1G10170,AT2G40100,AT5G53490,AT1G50460,AT2G30695,AT1G30510,AT4G18370,AT5G52780,AT4G23890,AT1G06690,AT1G79450,AT3G47060,AT2G24020,AT4G24750,AT2G44990,AT4G24930,AT1G05385,AT4G01900	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.2	312	10	14	AT3G01480,AT4G33520,AT4G36810,AT1G73530,AT4G25910,AT4G31390,AT3G17830,AT2G04030,AT2G26360,AT2G41680	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.2	313	93	14	AT2G17630,AT5G20140,AT3G10470,AT1G07510,AT1G75690,AT4G13670,AT1G14150,AT4G39960,AT4G16155,AT1G03160,AT1G66670,AT1G50250,AT4G38380,AT4G27700,AT3G15840,AT4G37925,AT1G29920,AT5G19500,AT4G13010,AT5G42765,AT3G25480,AT1G67280,AT2G30950,AT1G15140,AT2G20260,AT5G52440,AT4G35770,AT2G40400,AT3G46780,AT4G20820,AT5G42070,AT3G15360,AT5G39830,AT2G29500,AT2G20270,AT3G22690,AT5G42270,AT1G56500,AT1G17850,AT3G28850,AT2G37660,AT5G19370,AT3G10130,AT2G37230,AT5G08540,AT3G55330,AT1G52220,AT5G13120,AT5G16150,AT5G59250,AT2G29180,AT2G26800,AT5G52970,AT1G12250,AT5G53170,AT1G80380,AT1G74710,AT3G60370,AT1G54050,AT5G21430,AT1G80030,AT1G72640,AT3G24590,AT1G15820,AT2G22360,AT1G18730,AT3G26580,AT5G01500,AT3G08920,AT1G79230,AT4G04020,AT1G51110,AT3G15110,AT1G22450,AT2G42975,AT1G02560,AT3G58010,AT2G40760,AT4G39460,AT1G14345,AT2G27290,AT2G35040,AT1G22020,AT1G51350,AT1G67700,AT5G03455,AT5G12470,AT1G55370,AT1G76760,AT5G15250,AT3G57680,AT5G35170,AT3G01440	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.2	314	5	11	AT5G08050,AT3G56040,AT1G71500,AT1G65230,AT2G26550	3,4,5,6,7,8,9,10,11,12,13
0.2	315	14	14	AT1G21750,AT2G21160,AT3G53560,AT1G74070,AT1G74880,AT1G78915,AT1G67840,AT1G54580,AT2G21530,AT4G38100,AT1G65260,AT3G26080,AT2G01140,AT2G37400	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.2	316	97	14	AT2G17630,AT5G20140,AT3G10470,AT1G07510,AT1G75690,AT4G13670,AT1G14150,AT4G39960,AT4G16155,AT1G03160,AT1G66670,AT1G50250,AT4G38380,AT4G27700,AT3G15840,AT4G37925,AT1G29920,AT5G19500,AT4G13010,AT5G42765,AT4G39730,AT3G25480,AT4G33010,AT1G67280,AT2G30950,AT1G15140,AT2G20260,AT5G52440,AT4G35770,AT2G40400,AT3G46780,AT4G31560,AT4G20820,AT5G42070,AT3G15360,AT5G39830,AT2G29500,AT2G20270,AT3G22690,AT5G42270,AT1G56500,AT1G17850,AT3G28850,AT2G37660,AT5G19370,AT3G10130,AT2G37230,AT3G55330,AT1G52220,AT5G13120,AT5G16150,AT5G59250,AT2G29180,AT2G26800,AT5G52970,AT1G12250,AT5G53170,AT1G80380,AT1G74710,AT3G60370,AT1G54050,AT4G01050,AT5G21430,AT1G80030,AT1G72640,AT3G24590,AT1G15820,AT2G22360,AT1G18730,AT3G26580,AT5G01500,AT3G08920,AT1G79230,AT4G04020,AT1G51110,AT5G16660,AT3G15110,AT1G22450,AT2G42975,AT1G02560,AT3G58010,AT2G40760,AT4G39460,AT1G14345,AT2G27290,AT2G35040,AT1G22020,AT1G51350,AT1G67700,AT5G03455,AT5G12470,AT1G55370,AT1G76760,AT5G15250,AT3G57680,AT5G35170,AT3G01440	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.2	317	10	14	AT1G55370,AT1G10170,AT4G31560,AT5G16660,AT4G39730,AT4G01050,AT1G80380,AT4G37925,AT1G23740,AT2G41330	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.2	318	7	14	AT3G01480,AT4G33520,AT1G73530,AT4G25050,AT2G04030,AT1G16880,AT4G31390	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.2	319	10	14	AT1G55370,AT4G31560,AT5G16660,AT1G14150,AT4G01050,AT1G80380,AT4G37925,AT2G41330,AT4G39730,AT2G40400	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.2	320	6	14	AT1G55370,AT5G08540,AT4G31560,AT3G25480,AT4G37925,AT1G80380	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.15	321	5	14	AT1G32500,AT3G46610,AT1G16880,AT2G04030,AT3G19490	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.15	322	101	14	AT2G17630,AT5G20140,AT3G10470,AT1G07510,AT1G75690,AT4G13670,AT1G14150,AT2G18790,AT4G16155,AT1G03160,AT1G66670,AT1G50250,AT4G38380,AT4G27700,AT3G15840,AT4G37925,AT1G29920,AT5G19500,AT4G13010,AT5G42765,AT4G39730,AT3G25480,AT4G33010,AT3G01440,AT2G30950,AT1G15140,AT2G20260,AT5G52440,AT4G39960,AT4G35770,AT2G41330,AT2G40400,AT3G46780,AT4G31560,AT4G20820,AT5G42070,AT3G15360,AT5G39830,AT2G29500,AT2G20270,AT3G22690,AT5G42270,AT1G56500,AT1G17850,AT3G28850,AT2G37660,AT5G19370,AT3G10130,AT2G37230,AT3G55330,AT1G52220,AT5G13120,AT5G16150,AT5G59250,AT2G29180,AT2G26800,AT5G52970,AT1G12250,AT5G53170,AT1G80380,AT1G74710,AT1G10170,AT3G60370,AT1G54050,AT4G01050,AT5G21430,AT1G80030,AT1G72640,AT3G24590,AT1G15820,AT2G22360,AT1G18730,AT3G26580,AT5G01500,AT3G08920,AT1G79230,AT4G04020,AT1G51110,AT5G16660,AT3G15110,AT1G22450,AT1G32500,AT2G42975,AT1G02560,AT3G58010,AT2G40760,AT4G39460,AT1G14345,AT2G27290,AT2G35040,AT1G22020,AT1G51350,AT1G67700,AT5G03455,AT5G12470,AT1G55370,AT1G76760,AT5G15250,AT3G57680,AT5G35170,AT1G67280	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.15	323	97	14	AT2G17630,AT5G20140,AT3G10470,AT1G07510,AT1G75690,AT4G13670,AT1G14150,AT2G18790,AT4G16155,AT1G03160,AT1G66670,AT1G50250,AT4G38380,AT4G27700,AT3G15840,AT4G37925,AT1G29920,AT5G19500,AT4G13010,AT5G42765,AT3G25480,AT4G33010,AT1G67280,AT2G30950,AT1G15140,AT2G20260,AT5G52440,AT4G39960,AT4G35770,AT2G40400,AT3G46780,AT4G31560,AT4G20820,AT5G42070,AT3G15360,AT5G39830,AT2G29500,AT2G20270,AT3G22690,AT5G42270,AT1G56500,AT1G17850,AT3G28850,AT2G37660,AT5G19370,AT3G10130,AT2G37230,AT5G08540,AT3G55330,AT1G52220,AT5G13120,AT5G16150,AT5G59250,AT2G29180,AT2G26800,AT5G52970,AT1G12250,AT5G53170,AT1G80380,AT1G74710,AT3G60370,AT1G54050,AT5G21430,AT1G80030,AT1G72640,AT3G24590,AT1G15820,AT2G22360,AT1G18730,AT3G26580,AT5G01500,AT3G08920,AT1G79230,AT4G04020,AT1G51110,AT3G15110,AT1G22450,AT1G32500,AT2G42975,AT1G02560,AT3G58010,AT2G40760,AT4G39460,AT1G14345,AT2G27290,AT2G35040,AT1G22020,AT1G51350,AT1G67700,AT5G03455,AT5G12470,AT1G55370,AT1G76760,AT5G15250,AT3G57680,AT5G35170,AT3G01440	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.15	324	17	14	AT2G26340,AT2G42220,AT2G01918,AT1G30510,AT1G79450,AT3G47060,AT1G06690,AT2G24020,AT2G43010,AT5G53490,AT1G31180,AT4G24930,AT4G23890,AT1G50460,AT1G05385,AT4G01900,AT1G14590	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.15	325	5	2	AT1G32500,AT3G46610,AT2G18790,AT3G19490,AT2G04030	3,4
0.15	326	100	14	AT2G17630,AT5G20140,AT3G10470,AT1G07510,AT1G75690,AT4G13670,AT1G14150,AT4G39960,AT1G23740,AT4G16155,AT1G03160,AT1G66670,AT1G50250,AT4G38380,AT4G27700,AT3G15840,AT4G37925,AT1G29920,AT5G19500,AT4G19830,AT5G42765,AT4G39730,AT3G25480,AT3G01440,AT2G30950,AT1G15140,AT2G20260,AT5G52440,AT4G35770,AT2G41330,AT2G40400,AT3G46780,AT4G31560,AT4G20820,AT5G42070,AT3G15360,AT5G39830,AT2G29500,AT2G20270,AT3G22690,AT5G42270,AT1G56500,AT1G17850,AT3G28850,AT2G37660,AT5G19370,AT3G10130,AT2G37230,AT3G55330,AT1G52220,AT5G13120,AT5G16150,AT5G59250,AT2G29180,AT2G26800,AT5G52970,AT1G12250,AT5G53170,AT1G80380,AT1G74710,AT1G10170,AT3G60370,AT1G54050,AT4G01050,AT5G21430,AT1G80030,AT1G72640,AT3G24590,AT1G15820,AT2G22360,AT1G18730,AT3G26580,AT5G01500,AT3G08920,AT1G79230,AT4G04020,AT1G51110,AT5G16660,AT3G15110,AT1G22450,AT2G42975,AT1G02560,AT4G13010,AT3G58010,AT2G40760,AT4G39460,AT1G14345,AT2G27290,AT2G35040,AT1G22020,AT1G51350,AT1G67700,AT5G03455,AT5G12470,AT1G55370,AT1G76760,AT5G15250,AT3G57680,AT5G35170,AT1G67280	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.15	327	47	14	AT4G38380,AT3G46780,AT2G42975,AT1G07510,AT1G75690,AT3G58010,AT1G14150,AT4G39960,AT5G19500,AT3G15360,AT3G21055,AT4G35770,AT5G52970,AT1G50250,AT1G51350,AT3G22690,AT2G40760,AT4G39460,AT5G42270,AT4G20820,AT3G15840,AT1G56500,AT3G24590,AT1G29920,AT5G08540,AT4G13010,AT1G22020,AT5G01220,AT2G22360,AT5G21430,AT3G25480,AT3G01440,AT3G26580,AT2G37230,AT4G16155,AT5G20140,AT1G55370,AT2G26550,AT3G55330,AT1G76760,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT1G22450,AT2G40400,AT1G67280	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.15	328	9	14	AT2G26550,AT5G07020,AT1G79040,AT1G44575,AT3G56040,AT1G71500,AT1G54780,AT5G08050,AT1G65230	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.15	329	13	14	AT3G01480,AT4G31390,AT4G33520,AT4G36810,AT1G73530,AT3G47450,AT4G25910,AT4G25050,AT3G17830,AT2G04030,AT1G16880,AT2G41680,AT2G26360	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.15	330	32	14	AT2G01918,AT5G02160,AT4G31560,AT1G42960,AT4G28025,AT2G43010,AT2G26340,AT2G42220,AT1G14590,AT1G23740,AT1G10170,AT4G01050,AT2G40100,AT5G53490,AT1G50460,AT5G23890,AT2G30695,AT1G30510,AT4G18370,AT4G39730,AT5G52780,AT4G23890,AT1G06690,AT1G79450,AT3G47060,AT2G24020,AT4G24750,AT5G16660,AT2G44990,AT4G24930,AT1G05385,AT4G01900	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.15	331	11	14	AT1G23740,AT1G10170,AT4G31560,AT5G16660,AT4G39730,AT4G01050,AT3G25480,AT4G37925,AT2G41330,AT4G28025,AT1G80380	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.15	332	14	14	AT2G30695,AT1G10170,AT4G31560,AT5G16660,AT4G39730,AT4G01050,AT2G40100,AT1G80380,AT4G37925,AT1G55370,AT2G41330,AT4G01900,AT1G05385,AT1G23740	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.15	333	9	14	AT2G26550,AT1G79040,AT1G44575,AT3G56040,AT3G46610,AT1G71500,AT1G65230,AT5G08050,AT1G03600	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.15	334	17	14	AT1G20810,AT2G21160,AT1G50450,AT1G21750,AT3G53560,AT1G74070,AT1G74880,AT1G78915,AT1G67840,AT1G54580,AT1G54790,AT2G21530,AT4G38100,AT1G65260,AT3G26080,AT2G01140,AT2G37400	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.1	335	5	14	AT1G32500,AT3G46610,AT3G19490,AT1G79040,AT1G03600	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.1	336	10	14	AT4G31390,AT1G73530,AT4G25050,AT3G46610,AT3G19490,AT2G04030,AT1G32500,AT1G16880,AT2G26360,AT1G03600	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.1	337	56	14	AT4G38380,AT3G46780,AT2G42975,AT4G31560,AT1G07510,AT1G75690,AT3G58010,AT1G14150,AT5G52970,AT4G39960,AT5G08050,AT4G28025,AT3G15360,AT1G23740,AT1G10170,AT4G35770,AT5G16660,AT1G50250,AT1G51350,AT3G22690,AT4G01050,AT2G40760,AT4G39460,AT5G42270,AT1G54780,AT4G20820,AT3G15840,AT4G37925,AT1G56500,AT3G24590,AT5G20140,AT1G29920,AT5G19500,AT4G13010,AT1G22020,AT5G01220,AT2G22360,AT4G39730,AT5G21430,AT3G25480,AT1G67280,AT3G26580,AT2G37230,AT3G21055,AT1G15140,AT1G55370,AT3G55330,AT1G76760,AT4G16155,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT1G22450,AT2G41330,AT2G40400	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.1	338	5	3	AT1G32500,AT3G46610,AT2G18790,AT1G79040,AT2G26550	3,4,5
0.1	339	8	14	AT2G26550,AT1G79040,AT1G44575,AT3G56040,AT1G71500,AT1G65230,AT5G08050,AT1G32500	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.1	340	104	14	AT2G17630,AT5G20140,AT3G10470,AT1G07510,AT1G75690,AT4G13670,AT1G14150,AT2G18790,AT4G16155,AT1G03160,AT1G66670,AT1G50250,AT4G38380,AT1G54780,AT4G27700,AT3G15840,AT4G37925,AT1G29920,AT5G19500,AT4G19830,AT5G01220,AT5G42765,AT4G39730,AT3G25480,AT4G33010,AT1G67280,AT2G20260,AT2G30950,AT1G15140,AT2G26550,AT5G52440,AT4G39960,AT2G40400,AT3G46780,AT4G31560,AT4G20820,AT5G42070,AT3G15360,AT5G39830,AT2G29500,AT2G20270,AT3G22690,AT5G42270,AT1G56500,AT1G17850,AT3G28850,AT2G37660,AT5G19370,AT3G10130,AT2G37230,AT5G08540,AT3G55330,AT1G52220,AT4G35770,AT5G16150,AT5G59250,AT2G29180,AT2G26800,AT5G52970,AT1G12250,AT5G53170,AT1G74710,AT3G21055,AT3G60370,AT1G54050,AT5G21430,AT1G80030,AT1G72640,AT3G24590,AT1G15820,AT2G22360,AT1G18730,AT3G26580,AT5G01500,AT3G08920,AT1G79230,AT4G04020,AT1G51110,AT5G16660,AT3G15110,AT1G22450,AT1G32500,AT5G13120,AT2G42975,AT1G02560,AT4G13010,AT3G58010,AT2G40760,AT4G39460,AT1G14345,AT2G27290,AT5G15250,AT2G35040,AT1G22020,AT1G51350,AT1G67700,AT5G03455,AT5G12470,AT1G55370,AT1G76760,AT1G80380,AT3G57680,AT5G35170,AT3G01440	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.1	341	54	14	AT4G38380,AT3G46780,AT2G42975,AT4G31560,AT1G07510,AT1G75690,AT3G58010,AT1G14150,AT5G52970,AT4G39960,AT5G19500,AT5G08050,AT4G28025,AT3G15360,AT3G21055,AT4G35770,AT5G16660,AT1G50250,AT1G51350,AT3G22690,AT2G40760,AT4G39460,AT5G42270,AT1G54780,AT4G20820,AT3G15840,AT4G37925,AT1G56500,AT3G24590,AT5G20140,AT1G29920,AT5G08540,AT4G13010,AT1G22020,AT5G01220,AT2G22360,AT4G39730,AT5G21430,AT3G25480,AT1G67280,AT3G26580,AT2G37230,AT4G16155,AT1G15140,AT1G55370,AT2G26550,AT3G55330,AT1G76760,AT1G51110,AT5G16150,AT5G03455,AT3G57680,AT1G22450,AT2G40400	3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.1	342	5	8	AT2G18790,AT3G17830,AT2G26360,AT2G04030,AT3G19490	3,4,5,6,7,8,9,10
0.1	343	16	14	AT3G01480,AT4G31390,AT4G33520,AT4G36810,AT1G73530,AT3G47450,AT4G25910,AT4G25050,AT3G46610,AT3G17830,AT2G04030,AT3G19490,AT1G16880,AT2G41680,AT2G26360,AT1G03600	3,4,5,6,7,8,9,10,11,12,13,14,15,16
